,location,total_sqft,bath,price,BHK,price_per_sqft_in_thousand
12042,horamavu banaswadi,1025.0,2.0,45.0,2,4.390243902439025
12043,hennur road,1232.0,2.0,80.0,2,6.4935064935064934
12044,5th phase jp nagar,1010.0,2.0,57.0,2,5.643564356435643
12045,sarjapur road,1273.0,2.0,60.0,2,4.713275726630008
12046,battarahalli,1590.0,2.0,102.0,2,6.415094339622642
12047,other,1100.0,2.0,58.5,2,5.318181818181818
12048,electronic city phase ii,1252.0,2.0,65.0,3,5.1916932907348246
12049,1st phase jp nagar,2615.0,5.0,222.0,4,8.489483747609942
12050,other,1200.0,6.0,140.0,5,11.666666666666666
12051,yelahanka,1322.0,2.0,77.9,2,5.892586989409986
12052,7th phase jp nagar,1000.0,1.0,60.0,1,6.0
12053,harlur,1755.0,3.0,117.0,3,6.666666666666667
12054,electronic city phase ii,1135.0,2.0,46.0,2,4.052863436123348
12055,rajaji nagar,1200.0,10.0,180.0,8,15.0
12056,electronic city,1200.0,4.0,125.0,4,10.416666666666666
12057,other,1260.0,2.0,85.5,2,6.785714285714286
12058,hoodi,3250.0,5.0,395.0,5,12.153846153846153
12059,ambedkar nagar,3500.0,4.0,550.0,4,15.714285714285714
12060,other,1200.0,6.0,110.0,5,9.166666666666666
12061,kanakpura road,1100.0,2.0,53.0,3,4.818181818181818
12062,electronic city phase ii,1305.0,3.0,65.0,3,4.980842911877395
12063,other,1236.0,2.0,50.0,2,4.0453074433656955
12064,uttarahalli,1125.0,1.0,45.0,2,4.0
12065,kr puram,1075.0,2.0,32.25,2,3.0
12066,other,2000.0,3.0,85.0,3,4.25
12067,other,772.0,5.0,60.0,8,7.772020725388601
12068,thanisandra,2999.97,6.0,110.0,6,3.6667033337000037
12069,kadugodi,1150.0,2.0,42.0,2,3.652173913043478
12070,other,1440.0,4.0,240.0,4,16.666666666666668
12071,hennur road,1085.0,2.0,43.4,2,4.0
12072,hebbal kempapura,1785.0,3.0,165.0,3,9.243697478991596
12073,malleshwaram,2475.0,4.0,300.0,3,12.121212121212121
12074,thanisandra,1930.0,4.0,120.0,3,6.217616580310881
12075,other,600.0,4.0,70.0,2,11.666666666666666
12076,other,800.0,1.0,45.0,2,5.625
12077,kumaraswami layout,2450.0,3.0,110.0,4,4.489795918367347
12078,other,1200.0,4.0,120.0,4,10.0
12079,bannerghatta road,1920.0,3.0,122.0,3,6.354166666666667
12080,kothannur,1085.0,2.0,34.2,2,3.1520737327188946
12081,thanisandra,760.0,1.0,50.4,1,6.631578947368421
12082,sahakara nagar,1201.0,2.0,80.0,2,6.661115736885928
12083,electronic city,1615.0,3.0,97.0,3,6.006191950464396
12084,hsr layout,1289.0,2.0,70.0,2,5.430566330488751
12085,budigere,1991.0,4.0,100.0,3,5.022601707684581
12086,kasavanhalli,1377.0,2.0,80.0,2,5.809731299927378
12087,other,2880.0,3.0,560.0,3,19.444444444444443
12088,other,1892.0,3.0,200.0,3,10.570824524312897
12089,other,2176.0,3.0,348.0,3,15.992647058823529
12090,thanisandra,663.0,1.0,32.82,1,4.950226244343892
12091,electronic city,1165.0,2.0,33.65,2,2.888412017167382
12092,talaghattapura,3554.0,4.0,340.0,3,9.566685424873382
12093,thanisandra,1260.0,2.0,45.5,2,3.611111111111111
12094,other,1095.0,2.0,39.0,2,3.5616438356164384
12095,other,1050.0,2.0,65.0,2,6.190476190476191
12096,seegehalli,1176.0,2.0,50.0,2,4.2517006802721085
12097,thanisandra,1801.0,3.0,115.0,3,6.385341476957246
12098,whitefield,1315.0,2.0,55.0,2,4.182509505703422
12099,other,1194.0,2.0,46.0,2,3.852596314907873
12100,other,2400.0,2.0,125.0,2,5.208333333333333
12101,uttarahalli,1308.0,2.0,53.0,3,4.051987767584098
12102,sarjapur road,4250.0,4.0,610.0,4,14.352941176470589
12103,thanisandra,1806.0,6.0,116.0,3,6.423034330011074
12104,thanisandra,3671.0,4.0,220.0,4,5.992917461182239
12105,hoodi,2144.0,3.0,140.0,3,6.529850746268656
12106,hoskote,1065.0,2.0,33.75,2,3.1690140845070425
12107,balagere,1205.0,2.0,67.0,2,5.560165975103734
12108,uttarahalli,1160.0,2.0,40.58,2,3.4982758620689656
12109,other,750.0,4.0,90.0,4,12.0
12110,other,1194.0,2.0,47.0,2,3.936348408710218
12111,other,1200.0,3.0,56.53,3,4.710833333333333
12112,other,1681.0,3.0,69.0,3,4.104699583581201
12113,bommasandra industrial area,1130.0,2.0,32.64,2,2.888495575221239
12114,iblur village,3633.0,5.0,335.0,4,9.221029452243325
12115,kanakpura road,1843.0,3.0,90.0,3,4.883342376559956
12116,bommasandra industrial area,1065.0,2.0,30.75,2,2.887323943661972
12117,thubarahalli,1885.0,3.0,85.52,3,4.536870026525199
12118,r.t. nagar,1500.0,2.0,45.0,2,3.0
12119,panathur,1210.0,2.0,69.0,2,5.702479338842975
12120,tc palaya,1126.0,2.0,39.4,2,3.4991119005328595
12121,rayasandra,1357.0,2.0,59.0,3,4.3478260869565215
12122,whitefield,1451.0,2.0,46.4,3,3.1977946243969675
12123,other,1600.0,3.0,185.0,4,11.5625
12124,hennur road,950.0,2.0,55.0,2,5.7894736842105265
12125,bellandur,960.0,2.0,48.0,2,5.0
12126,other,1625.0,3.0,92.0,3,5.661538461538462
12127,other,2200.0,4.0,150.0,3,6.818181818181818
12128,ambalipura,1607.0,2.0,112.0,3,6.969508400746733
12129,kanakpura road,900.0,2.0,46.29,2,5.1433333333333335
12130,other,1080.0,2.0,38.0,2,3.5185185185185186
12131,other,2300.0,3.0,250.0,3,10.869565217391305
12132,hosa road,1708.0,3.0,64.05,4,3.75
12133,yeshwanthpur,2500.0,5.0,185.0,6,7.4
12134,bellandur,1690.0,2.0,116.0,3,6.863905325443787
12135,other,2100.0,3.0,145.0,5,6.904761904761905
12136,other,1269.0,2.0,97.0,2,7.64381402679275
12137,haralur road,1243.0,2.0,46.0,2,3.7007240547063556
12138,haralur road,1890.0,3.0,84.0,3,4.444444444444445
12139,electronic city phase ii,1165.0,2.0,33.64,2,2.8875536480686694
12140,other,1196.0,2.0,56.81,2,4.75
12141,other,1194.0,2.0,47.0,2,3.936348408710218
12142,old madras road,1630.0,3.0,110.0,3,6.748466257668712
12143,whitefield,1063.0,2.0,42.52,2,4.0
12144,other,1025.0,2.0,39.98,2,3.9004878048780482
12145,other,1067.0,2.0,38.0,2,3.561387066541706
12146,kanakpura road,1299.0,2.0,89.63,2,6.899923017705928
12147,panathur,1343.0,2.0,76.0,2,5.658972449739389
12148,electronics city phase 1,1330.0,2.0,44.0,3,3.308270676691729
12149,other,1524.0,2.0,72.0,3,4.724409448818897
12150,lingadheeranahalli,2236.0,4.0,153.0,4,6.84257602862254
12151,domlur,2955.0,3.0,235.0,3,7.952622673434856
12152,other,1410.0,2.0,45.12,3,3.2
12153,kothanur,1581.0,3.0,76.0,3,4.807084123972169
12154,balagere,1205.0,2.0,79.0,2,6.556016597510373
12155,other,1270.0,2.0,95.25,3,7.5
12156,other,1353.0,2.0,110.0,3,8.130081300813009
12157,other,1200.0,2.0,68.0,2,5.666666666666667
12158,other,1250.0,2.0,70.0,3,5.6
12159,other,1950.2,3.0,261.0,3,13.383242744333915
12160,sarjapur road,1157.0,2.0,69.0,3,5.963699222126189
12161,kanakapura,825.0,1.0,35.475,1,4.3
12162,sarjapur road,1000.0,2.0,40.0,2,4.0
12163,yelahanka,602.0,1.0,33.0,1,5.48172757475083
12165,hoodi,1108.0,2.0,66.46,2,5.9981949458483745
12166,other,1040.0,2.0,68.0,2,6.538461538461538
12167,sarjapur,1451.0,2.0,87.0,2,5.995864920744315
12168,raja rajeshwari nagar,1196.0,2.0,40.54,2,3.3896321070234112
12169,kanakpura road,850.0,1.0,37.32,1,4.390588235294118
12170,other,2171.66,3.0,298.0,3,13.722221710580847
12171,other,900.0,2.0,40.0,2,4.444444444444445
12172,kudlu,720.0,1.0,33.0,1,4.583333333333333
12173,thanisandra,1573.0,3.0,115.0,3,7.310870947234584
12174,sarjapur road,1026.0,2.0,60.8,2,5.925925925925926
12175,cv raman nagar,1400.0,2.0,78.0,3,5.571428571428571
12176,electronic city phase ii,1400.0,2.0,40.44,3,2.888571428571429
12177,banashankari stage iii,2100.0,3.0,147.0,4,7.0
12178,sarjapur road,1150.0,2.0,48.5,2,4.217391304347826
12179,raja rajeshwari nagar,1500.0,3.0,88.0,3,5.866666666666666
12180,malleshwaram,2400.0,3.0,380.0,3,15.833333333333334
12181,other,1200.0,3.0,240.0,3,20.0
12182,kothanur,1790.0,3.0,105.0,3,5.865921787709497
12183,ramagondanahalli,1125.0,2.0,75.0,2,6.666666666666667
12184,hennur,1830.5,3.0,84.205,3,4.600109259765092
12185,marathahalli,1100.0,2.0,50.0,2,4.545454545454546
12186,7th phase jp nagar,1276.0,2.0,51.0,2,3.9968652037617556
12187,other,1105.0,2.0,57.0,2,5.158371040723982
12188,thanisandra,1110.0,2.0,46.5,2,4.1891891891891895
12189,other,708.0,1.0,41.0,1,5.790960451977401
12190,kudlu,1027.0,2.0,44.0,2,4.284323271665044
12191,other,1600.0,3.0,100.0,3,6.25
12192,thigalarapalya,3122.0,6.0,250.0,4,8.00768737988469
12193,sarjapur road,1205.0,2.0,37.0,2,3.070539419087137
12194,5th phase jp nagar,1450.0,2.0,73.0,3,5.0344827586206895
12195,other,750.0,4.0,125.0,4,16.666666666666668
12196,other,540.0,1.0,22.0,1,4.074074074074074
12197,other,1200.0,2.0,42.0,2,3.5
12198,nagarbhavi,1200.0,5.0,260.0,5,21.666666666666668
12199,kalena agrahara,1837.0,2.0,95.0,3,5.171475231355471
12200,whitefield,1346.0,2.0,76.01,2,5.647102526002972
12201,balagere,1012.0,2.0,68.0,2,6.719367588932807
12202,other,1950.2,3.0,193.0,3,9.896420879909753
12203,other,1125.0,2.0,55.0,2,4.888888888888889
12204,kaggadasapura,1500.0,2.0,60.0,3,4.0
12205,harlur,1197.0,2.0,79.9,2,6.675020885547202
12206,chandapura,1230.0,2.0,31.37,3,2.5504065040650405
12207,btm 2nd stage,1100.0,2.0,47.0,2,4.2727272727272725
12208,other,1563.0,2.0,52.0,3,3.326935380678183
12210,hebbal kempapura,3729.0,4.0,384.0,4,10.297666934835076
12211,sarjapur road,1600.0,3.0,120.0,3,7.5
12212,green glen layout,1715.0,3.0,120.0,3,6.997084548104956
12213,bannerghatta road,2400.0,4.0,180.0,4,7.5
12214,ramagondanahalli,1151.0,2.0,42.5,2,3.69244135534318
12215,other,1200.0,6.0,220.0,6,18.333333333333332
12216,uttarahalli,1123.0,2.0,60.0,2,5.342831700801424
12217,whitefield,1276.0,2.0,69.5,2,5.446708463949843
12218,yelahanka,1315.0,2.0,77.0,2,5.855513307984791
12219,poorna pragna layout,1270.0,2.0,50.79,3,3.999212598425197
12220,r.t. nagar,1325.0,2.0,52.0,2,3.9245283018867925
12221,varthur,1600.0,3.0,63.2,3,3.95
12222,jakkur,1660.0,3.0,104.0,3,6.265060240963855
12223,kodichikkanahalli,1299.0,2.0,58.0,2,4.464973056197075
12224,haralur road,953.0,2.0,90.0,2,9.44386149003148
12225,gunjur,1457.0,2.0,60.0,2,4.118050789293068
12226,varthur,1000.0,1.0,65.0,2,6.5
12227,other,1100.0,2.0,76.3,3,6.9363636363636365
12228,yelahanka,1075.0,2.0,33.53,3,3.1190697674418604
12229,kanakpura road,1450.0,3.0,51.0,3,3.5172413793103448
12230,iblur village,5515.0,6.0,425.0,5,7.70625566636446
12231,bellandur,950.0,1.0,40.0,1,4.2105263157894735
12232,basaveshwara nagar,1200.0,3.0,180.0,5,15.0
12233,other,1013.0,2.0,60.0,2,5.923000987166831
12234,hennur road,1140.0,2.0,56.0,2,4.912280701754386
12235,other,2100.0,3.0,220.0,3,10.476190476190476
12236,yelahanka,1430.0,3.0,61.0,3,4.265734265734266
12237,other,600.0,3.0,95.0,4,15.833333333333334
12238,other,1600.0,3.0,77.0,3,4.8125
12239,other,1190.0,2.0,48.0,2,4.033613445378151
12240,other,1625.0,3.0,95.0,3,5.846153846153846
12241,other,1210.0,2.0,53.0,2,4.380165289256198
12242,lakshminarayana pura,1615.0,3.0,150.0,3,9.287925696594428
12243,kalena agrahara,1180.0,2.0,85.0,2,7.203389830508475
12244,other,1500.0,2.0,91.0,2,6.066666666666666
12245,bellandur,850.0,2.0,45.0,2,5.294117647058823
12246,kothanur,1130.0,2.0,55.0,2,4.867256637168142
12247,cv raman nagar,907.0,2.0,38.0,2,4.189636163175304
12248,other,1300.0,2.0,90.0,2,6.923076923076923
12249,hennur road,1891.0,3.0,110.0,3,5.817028027498678
12250,hennur road,1735.0,3.0,78.0,3,4.495677233429395
12251,bisuvanahalli,1075.0,2.0,33.0,3,3.0697674418604652
12252,other,1276.0,5.0,75.0,5,5.877742946708464
12253,kumaraswami layout,2040.0,4.0,123.0,7,6.029411764705882
12254,uttarahalli,1590.0,3.0,57.0,3,3.5849056603773586
12255,other,1600.0,5.0,140.0,5,8.75
12256,other,1160.0,2.0,55.0,2,4.741379310344827
12257,other,930.0,1.0,55.0,2,5.913978494623656
12258,devanahalli,1010.0,2.0,58.0,2,5.742574257425742
12259,electronic city,1221.0,2.0,68.0,2,5.569205569205569
12260,banashankari,2400.0,4.0,470.0,4,19.583333333333332
12261,hoodi,1108.0,2.0,87.48,2,7.8953068592057765
12262,vidyaranyapura,1000.0,4.0,120.0,4,12.0
12263,sarjapur road,1370.0,2.0,70.0,2,5.109489051094891
12264,other,920.0,2.0,41.5,2,4.510869565217392
12265,bhoganhalli,1277.0,2.0,79.89,2,6.256068911511354
12266,horamavu agara,1213.0,2.0,38.1,2,3.140972794723825
12267,singasandra,1653.0,3.0,85.0,3,5.142165759225651
12268,sarjapur,2400.0,3.0,140.0,4,5.833333333333333
12269,other,3000.0,5.0,500.0,4,16.666666666666668
12270,kothanur,1600.0,4.0,250.0,4,15.625
12271,electronics city phase 1,1321.0,2.0,40.0,3,3.028009084027252
12272,kanakpura road,1570.0,3.0,68.0,3,4.3312101910828025
12273,other,1150.0,8.0,70.0,8,6.086956521739131
12274,other,1053.0,2.0,44.0,2,4.178537511870845
12275,other,1325.0,2.0,56.0,3,4.226415094339623
12276,other,1169.0,2.0,50.11,2,4.286569717707442
12277,other,1274.0,2.0,90.0,2,7.06436420722135
12278,whitefield,1317.0,2.0,52.0,2,3.948367501898254
12279,lakshminarayana pura,1195.0,2.0,75.0,2,6.2761506276150625
12280,whitefield,2858.0,4.0,137.0,4,4.793561931420574
12281,kammasandra,940.0,2.0,35.0,2,3.723404255319149
12282,budigere,1820.0,3.0,95.5,3,5.247252747252747
12283,kanakpura road,1450.0,3.0,53.6,3,3.696551724137931
12284,whitefield,1615.0,3.0,96.9,3,6.0
12285,nagarbhavi,2200.0,2.0,99.0,3,4.5
12286,subramanyapura,985.0,2.0,62.5,2,6.345177664974619
12287,electronics city phase 1,1116.0,2.0,33.0,2,2.956989247311828
12288,attibele,656.0,2.0,25.0,2,3.8109756097560976
12289,kaggadasapura,1105.0,2.0,39.5,2,3.574660633484163
12290,whitefield,1220.0,2.0,55.0,2,4.508196721311475
12291,hoodi,1400.0,3.0,74.0,3,5.285714285714286
12292,other,2400.0,3.0,185.0,4,7.708333333333333
12293,anandapura,850.0,3.0,63.0,3,7.411764705882353
12294,uttarahalli,1000.0,2.0,35.0,2,3.5
12295,bannerghatta road,1660.0,3.0,80.0,3,4.819277108433735
12296,uttarahalli,1330.0,2.0,57.0,3,4.285714285714286
12297,old madras road,1165.0,2.0,52.0,2,4.463519313304721
12298,budigere,1153.0,2.0,56.0,2,4.8568950563746744
12299,bannerghatta road,1270.0,2.0,45.0,2,3.543307086614173
12300,other,1070.0,2.0,38.0,2,3.5514018691588785
12301,other,1427.0,2.0,85.0,3,5.956552207428171
12302,banashankari stage iii,1420.0,2.0,95.0,3,6.690140845070423
12303,kothanur,1600.0,5.0,130.0,4,8.125
12304,other,2031.0,2.0,200.0,2,9.847365829640571
12305,bellandur,1454.0,2.0,90.0,2,6.189821182943604
12306,whitefield,1116.0,2.0,48.76,2,4.369175627240144
12307,other,2000.0,3.0,180.0,4,9.0
12308,sarjapur road,1346.0,2.0,74.03,2,5.5
12309,other,1062.0,2.0,50.0,2,4.708097928436912
12310,other,700.0,1.0,25.5,1,3.642857142857143
12311,jp nagar,1405.0,2.0,99.0,2,7.0462633451957295
12312,doddathoguru,1100.0,2.0,50.0,2,4.545454545454546
12313,other,2153.0,4.0,120.0,3,5.57361820715281
12314,other,1200.0,3.0,120.0,3,10.0
12315,ulsoor,2135.0,3.0,170.0,3,7.962529274004684
12316,uttarahalli,1125.0,2.0,47.0,2,4.177777777777778
12317,other,1350.0,2.0,47.25,3,3.5
12318,other,1068.0,2.0,48.0,2,4.49438202247191
12319,doddathoguru,940.0,2.0,32.9,2,3.5
12320,hosa road,1063.0,2.0,32.79,2,3.0846660395108185
12321,brookefield,1382.0,2.0,84.5,2,6.1143270622286545
12322,harlur,936.0,2.0,45.0,2,4.8076923076923075
12323,kr puram,1400.0,2.0,60.0,3,4.285714285714286
12324,sarjapur road,475.0,1.0,26.0,1,5.473684210526316
12325,other,1200.0,2.0,115.0,2,9.583333333333334
12326,other,1450.0,3.0,65.0,3,4.482758620689655
12327,kudlu,1162.0,2.0,52.0,2,4.475043029259897
12328,hosa road,1161.0,2.0,48.75,2,4.198966408268734
12329,green glen layout,1623.29,2.0,105.0,3,6.468345150897252
12330,brookefield,1260.0,2.0,70.0,2,5.555555555555555
12331,other,1672.0,3.0,190.0,4,11.363636363636363
12332,seegehalli,3000.0,4.0,240.0,3,8.0
12333,other,1500.0,2.0,70.0,3,4.666666666666667
12334,budigere,705.0,1.0,34.545,1,4.9
12335,other,1650.0,6.0,200.0,5,12.121212121212121
12336,other,2000.0,3.0,200.0,3,10.0
12337,other,1675.0,1.0,241.0,1,14.388059701492537
12338,electronic city,1200.0,3.0,150.0,3,12.5
12339,nagarbhavi,1100.0,2.0,46.2,2,4.2
12340,whitefield,1400.0,2.0,56.0,3,4.0
12341,ramagondanahalli,2257.0,3.0,155.0,3,6.867523260965884
12342,budigere,1153.0,2.0,56.5,2,4.900260190806591
12343,sarjapur road,1197.0,2.0,56.86,2,4.750208855472013
12344,other,1150.0,2.0,90.0,2,7.826086956521739
12345,other,595.0,1.0,40.0,1,6.722689075630252
12346,hoodi,1837.0,3.0,110.0,3,5.9880239520958085
12347,other,3750.0,4.0,190.0,4,5.066666666666666
12348,bellandur,1830.0,3.0,91.86,3,5.019672131147541
12349,green glen layout,1715.0,3.0,115.0,3,6.705539358600583
12350,electronic city,970.0,2.0,35.0,2,3.6082474226804124
12351,hebbal kempapura,1200.0,3.0,148.0,4,12.333333333333334
12352,other,2700.0,5.0,95.75,4,3.5462962962962963
12353,other,5480.0,4.0,400.0,3,7.299270072992701
12354,vidyaranyapura,2400.0,5.0,135.0,4,5.625
12355,sarjapur road,3040.0,4.0,135.0,4,4.440789473684211
12356,raja rajeshwari nagar,1168.0,2.0,66.0,2,5.6506849315068495
12357,begur road,1160.0,2.0,36.54,2,3.15
12358,other,1500.0,3.0,75.0,3,5.0
12359,kumaraswami layout,600.0,2.0,72.0,2,12.0
12360,5th phase jp nagar,1200.0,7.0,250.0,8,20.833333333333332
12361,other,850.0,2.0,25.4,2,2.988235294117647
12362,ramamurthy nagar,935.0,2.0,39.0,2,4.171122994652406
12363,other,1200.0,5.0,235.0,5,19.583333333333332
12364,other,654.0,1.0,49.0,1,7.492354740061162
12365,domlur,1650.0,3.0,180.0,3,10.909090909090908
12366,other,5656.0,5.0,499.0,3,8.822489391796323
12367,other,1300.0,2.0,33.0,2,2.5384615384615383
12368,other,950.0,2.0,60.0,2,6.315789473684211
12369,other,1250.0,3.0,54.0,3,4.32
12370,other,1072.0,2.0,42.87,2,3.9990671641791047
12371,other,1425.0,2.0,65.0,3,4.56140350877193
12372,uttarahalli,1165.0,1.0,42.09,2,3.612875536480687
12373,kathriguppe,1390.0,2.0,69.49,3,4.999280575539568
12374,kalena agrahara,1510.0,3.0,78.0,3,5.1655629139072845
12375,thanisandra,1305.0,2.0,90.0,2,6.896551724137931
12376,vidyaranyapura,1200.0,6.0,170.0,6,14.166666666666666
12377,other,866.0,2.0,32.0,2,3.695150115473441
12378,hulimavu,1231.0,2.0,84.5,2,6.864337936636881
12379,other,1360.0,2.0,45.0,3,3.3088235294117645
12380,yeshwanthpur,2500.0,3.0,138.0,3,5.52
12381,whitefield,1140.0,2.0,55.0,2,4.824561403508772
12382,kanakpura road,525.0,1.0,30.0,1,5.714285714285714
12383,whitefield,1295.0,2.0,64.5,2,4.980694980694981
12384,hormavu,1020.0,2.0,45.75,2,4.485294117647059
12385,old airport road,3504.0,4.0,262.0,4,7.4771689497716896
12386,other,1200.0,1.0,50.0,2,4.166666666666667
12387,vidyaranyapura,1100.0,2.0,41.0,2,3.727272727272727
12388,bannerghatta road,4723.0,4.0,500.0,4,10.586491636671607
12389,kothannur,820.0,2.0,37.0,2,4.512195121951219
12390,sarjapur,3508.0,4.0,386.0,4,11.003420752565564
12391,other,3700.0,4.0,400.0,4,10.81081081081081
12392,kalena agrahara,1354.0,2.0,70.0,2,5.1698670605613
12393,basavangudi,2453.0,3.0,250.0,4,10.191602119853242
12394,other,1154.0,2.0,51.8,2,4.488734835355286
12395,7th phase jp nagar,1680.0,2.0,92.0,3,5.476190476190476
12396,electronics city phase 1,1205.0,2.0,60.0,2,4.979253112033195
12397,raja rajeshwari nagar,1400.0,2.0,86.0,3,6.142857142857143
12398,other,1625.0,3.0,150.0,3,9.23076923076923
12399,electronic city,1500.0,3.0,73.0,3,4.866666666666666
12400,bannerghatta road,1520.0,2.0,80.0,3,5.2631578947368425
12401,other,1300.0,3.0,65.0,2,5.0
12402,other,1150.0,2.0,47.0,2,4.086956521739131
12403,kadugodi,1762.0,3.0,109.0,3,6.186152099886493
12404,budigere,1153.0,2.0,58.0,2,5.030355594102342
12405,yelahanka,2650.0,4.0,223.0,4,8.415094339622641
12406,other,1350.0,2.0,47.0,3,3.4814814814814814
12407,other,950.0,2.0,56.0,2,5.894736842105263
12408,jakkur,3295.0,3.0,310.0,3,9.408194233687405
12409,other,1515.0,3.0,80.5,3,5.313531353135313
12410,other,1100.0,2.0,30.0,2,2.727272727272727
12411,other,1250.0,2.0,65.0,2,5.2
12412,hbr layout,1200.0,2.0,120.0,2,10.0
12413,5th phase jp nagar,2500.0,8.0,95.0,7,3.8
12414,hoskote,1200.0,4.0,100.0,4,8.333333333333334
12415,yelahanka,1355.0,2.0,51.5,3,3.800738007380074
12416,other,1115.0,3.0,39.14,3,3.5103139013452913
12417,8th phase jp nagar,1275.0,3.0,45.0,3,3.5294117647058822
12418,padmanabhanagar,2051.0,3.0,170.0,3,8.288639687957094
12419,other,1470.0,2.0,99.0,3,6.73469387755102
12420,other,1550.0,2.0,70.0,3,4.516129032258065
12421,bannerghatta road,1270.0,2.0,73.0,3,5.748031496062992
12422,bhoganhalli,2119.0,4.0,111.0,4,5.238319962246343
12423,hebbal kempapura,1600.0,3.0,170.0,3,10.625
12424,kudlu gate,1320.0,2.0,50.0,3,3.787878787878788
12425,other,2505.0,3.0,165.0,3,6.586826347305389
12426,other,1410.0,2.0,54.0,3,3.8297872340425534
12427,whitefield,1200.0,2.0,70.0,2,5.833333333333333
12428,other,1705.0,2.0,86.96,3,5.100293255131965
12429,electronic city,995.0,2.0,48.0,2,4.824120603015075
12430,horamavu banaswadi,1081.0,2.0,52.0,2,4.810360777058279
12431,other,1194.0,2.0,46.0,2,3.852596314907873
12432,sonnenahalli,605.0,1.0,30.24,1,4.998347107438017
12433,yelahanka,567.0,1.0,25.0,1,4.409171075837743
12434,rajaji nagar,1718.0,3.0,275.0,2,16.0069848661234
12435,other,1410.5,2.0,70.385,3,4.990074441687345
12436,2nd stage nagarbhavi,600.0,5.0,135.0,3,22.5
12437,green glen layout,1715.0,3.0,105.0,3,6.122448979591836
12438,other,3206.0,5.0,270.0,4,8.421709295071741
12439,kundalahalli,1500.0,4.0,235.0,4,15.666666666666666
12440,bannerghatta road,1846.0,3.0,120.0,3,6.500541711809317
12441,other,600.0,3.0,90.0,3,15.0
12442,whitefield,1015.0,2.0,56.0,2,5.517241379310345
12444,thanisandra,1100.0,2.0,36.0,2,3.272727272727273
12445,thanisandra,1965.0,4.0,125.0,3,6.361323155216285
12446,other,1021.0,2.0,45.9,2,4.495592556317336
12447,haralur road,1230.0,2.0,67.65,2,5.500000000000001
12448,uttarahalli,1260.0,2.0,55.0,2,4.365079365079365
12449,indira nagar,2400.0,4.0,700.0,4,29.166666666666668
12450,lingadheeranahalli,1894.0,4.0,114.0,3,6.019007391763464
12451,2nd stage nagarbhavi,1500.0,4.0,233.0,6,15.533333333333333
12452,jakkur,1950.0,3.0,131.0,3,6.717948717948718
12453,other,1231.0,2.0,66.0,2,5.361494719740048
12454,mahadevpura,1236.0,2.0,58.0,2,4.692556634304207
12455,r.t. nagar,1800.0,3.0,120.0,4,6.666666666666667
12456,other,1650.0,3.0,135.0,3,8.181818181818182
12457,other,750.0,3.0,88.0,5,11.733333333333333
12458,other,1443.0,2.0,70.0,3,4.851004851004851
12459,ramamurthy nagar,886.0,4.0,120.0,4,13.544018058690744
12460,other,925.0,2.0,68.0,2,7.351351351351352
12461,chandapura,1305.0,3.0,33.28,3,2.550191570881226
12462,other,1190.0,2.0,46.41,2,3.9
12463,uttarahalli,1284.0,2.0,53.36,2,4.155763239875389
